,reward1,reward2,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
155,114.954338,73.203007,0.000219,25.648,0.8316921389999999,3.797681,2,128,32,128,2,1,8,2.6,62.51160044444446
156,147.222222,90.83102,0.000171,28.857,0.540196866,3.159046,1,4,2048,64,4,2,8,3.2,62.51160044444446
157,148.964497,101.842598,0.000169,19.15,0.4296961889999999,2.542581,1,128,32,128,4,16,8,2.5,63.16626488888889
158,147.222222,117.017565,0.000171,14.748,0.3254755176,1.9033656,1,4,32,256,2,1,8,3.4,65.3635296666667
159,195.155039,90.785694,0.000129,31.411,0.5407363949999999,4.191755,2,512,4,128,4,2,8,3.2,65.3635296666667
160,195.155039,95.614247,0.000129,27.355,0.487500675,3.779075,2,8,64,128,4,8,4,2.3,68.18202766666673
161,148.964497,120.32714,0.000169,13.149,0.3078174619,1.8214051,1,16,32,128,4,2,2,2.6,68.18202766666673
162,195.155039,94.010572,0.000129,29.701,0.504274545,3.909105,2,4,4,1024,4,2,8,2.0,70.34128666666675
163,147.222222,112.056726,0.000171,18.851,0.3549315329999999,2.075623,1,128,32,128,16,2,4,3.9,70.34128666666675
164,147.222222,107.236242,0.000171,18.629,0.3875585040000001,2.266424,1,32,4,128,4,16,8,3.9,70.34128666666675
165,195.155039,100.344202,0.000129,23.656,0.442624929,3.431201,2,4,4,64,4,2,8,2.7,70.34128666666675
166,147.222222,117.328669,0.000171,13.899,0.3237517692,1.8932852,1,128,32,64,4,1,8,3.9,70.34128666666675
167,147.222222,106.364905,0.000171,17.708,0.3939342390000001,2.303709,1,512,64,128,4,8,4,3.9,70.34128666666675
168,195.155039,91.187144,0.000129,30.59,0.535985712,4.154928,2,512,4,64,4,2,8,3.2,70.34128666666675
169,147.222222,87.235214,0.000171,32.077,0.5856481530000001,3.424843,1,128,2048,128,8,8,8,3.9,70.34128666666675
170,147.222222,117.508525,0.000171,13.736,0.322761474,1.887494,1,128,32,64,2,2,8,3.9,70.34128666666675
171,195.155039,100.758332,0.000129,23.656,0.4389939143999999,3.4030536,2,4,4,64,4,2,8,3.6,70.34128666666675
