Unnamed: 0,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
28,0.0,14,256,4,32768,8,2,2,2.3,10000.0,10000.0,10000.0
29,2.312646082636862,6,8,512,32768,8,2,2,2.6,0.000409,325.15,24.578037
30,7.936507936507937,2,2048,1024,1024,2,2,8,2.4,0.00126,75.786,8.037817
31,11.738067374159115,9,256,256,8192,2,4,2,3.2,0.00025,184.6,20.563959
32,0.0,14,2,256,16384,8,8,2,2.3,10000.0,10000.0,10000.0
33,0.0,9,64,2,1024,8,4,4,2.0,10000.0,10000.0,10000.0
34,22.779043280182236,7,128,256,64,2,2,2,2.8,0.000439,89.705,12.908682
35,0.0,13,2,4,4096,4,8,2,3.0,10000.0,10000.0,10000.0
36,0.0,7,32,2,128,4,4,4,3.4,10000.0,10000.0,10000.0
37,0.6950951758179732,13,2048,512,32768,8,4,2,3.7,0.000379,616.11,54.908547
38,4.157270189791406,11,128,16,16384,2,8,8,3.7,0.000319,274.6,26.504161
39,4.014219248106451,11,64,1024,8192,4,4,2,3.7,0.000319,279.45,28.510335
40,13.409177288512018,13,32,32,128,2,2,2,2.7,0.00038,140.09,21.495769000000003
41,1.7387751254751032,12,32,2048,8192,2,8,4,3.4,0.000345,408.29,39.323395000000005
42,1.2621909001678313,1,512,256,32768,8,4,2,3.0,0.001232,253.59,15.129359
43,7.936507936507937,2,4,2048,512,8,2,2,2.3,0.00126,57.206,6.335689
44,16.548809842300727,6,128,256,4096,2,8,4,3.5,0.000409,121.55,13.220798
45,11.894829840227196,11,64,256,1024,2,8,8,3.5,0.000319,162.34,20.906549
